user,amount,currency
bob,344.55715022461015,USD-Token
bob,55.39635317830209,USD-Token
eve,325.8857891990959,USD-Token
john,30.83452699285018,INR-CBDC
john,137.31195417994454,USD-Token
bob,255.82661152720445,INR-CBDC
alice,0.026940415280534744,USD-Token
bob,64.63962198195594,USD-Token
bob,125.83476380535036,USD-Token
alice,17.267512416092003,USD-Token
alice,27.836304813303098,INR-CBDC
john,169.63726067049873,USD-Token
eve,109.76937899804481,USD-Token
john,224.87222938496302,INR-CBDC
bob,166.31137099108514,USD-Token
bob,29.959067032974417,INR-CBDC
eve,40.376054301454644,USD-Token
alice,225.46917331429404,INR-CBDC
eve,129.02636152134443,INR-CBDC
bob,22.143426236451283,USD-Token
john,401.71486563935065,INR-CBDC
bob,201.25629689789625,INR-CBDC
john,391.7376480361007,INR-CBDC
eve,107.50152217160014,USD-Token
alice,407.68015360180465,USD-Token
alice,318.16307423592554,INR-CBDC
bob,100.41756655334136,USD-Token
bob,267.1936852230772,USD-Token
eve,229.26275392840606,USD-Token
john,17.840865728679468,INR-CBDC
alice,346.67105347101887,USD-Token
john,1178.380561007029,USD-Token
bob,3.9033703339754227,USD-Token
charlie,135.7954438467984,INR-CBDC
john,180.83867759270336,USD-Token
alice,662.0844442019277,USD-Token
alice,74.75371593797607,USD-Token
alice,147.33458524055132,USD-Token
eve,15.891980255785002,INR-CBDC
bob,1765.0525678179285,INR-CBDC
alice,268.6673261627168,INR-CBDC
john,0.27090853886956295,INR-CBDC
eve,731.433090857036,INR-CBDC
charlie,354.11288035082873,INR-CBDC
eve,101.50132519903914,USD-Token
eve,51.8151300866055,USD-Token
eve,275.22477652134313,INR-CBDC
john,633.0186808793513,INR-CBDC
john,157.26415532925796,INR-CBDC
alice,45.87790575836028,USD-Token
bob,452.8173739135195,INR-CBDC
eve,64.6583474521168,INR-CBDC
john,98.25875895555617,USD-Token
alice,84.68270689879257,USD-Token
john,154.79033958453036,INR-CBDC
bob,16635.222016566986,USD-Token
alice,118.72315740204675,USD-Token
charlie,286.33225531941906,USD-Token
eve,655.6731714875057,USD-Token
bob,158.310671633723,USD-Token
charlie,36.24437948503873,INR-CBDC
eve,10.25424390722537,INR-CBDC
charlie,315.1453873135485,INR-CBDC
john,646.9348709717576,USD-Token
john,1052.562786397859,USD-Token
alice,49.46611246269369,INR-CBDC
charlie,38.74012381012336,USD-Token
bob,2.8583381647296977,USD-Token
charlie,87.71372352524357,INR-CBDC
eve,611.0828509499128,USD-Token
eve,385.1339439895248,USD-Token
alice,122.58446111794512,INR-CBDC
bob,295.3549264082792,USD-Token
eve,1.815912770180857,INR-CBDC
john,3167.7028057597868,INR-CBDC
john,39.17575821137399,INR-CBDC
charlie,5035.985693871614,INR-CBDC
john,217.19885337910912,USD-Token
charlie,55758.57123541148,INR-CBDC
alice,201.81482644795685,USD-Token
charlie,11.886938301258585,INR-CBDC
alice,309.80886191541975,USD-Token
eve,88.81368237533071,USD-Token
alice,42.53791345688852,INR-CBDC
bob,30768.07669719483,INR-CBDC
alice,32.07552198254502,USD-Token
eve,112.90880944701811,USD-Token
charlie,111.5491484770509,USD-Token
charlie,31.05360917644328,INR-CBDC
bob,446.16124583946146,INR-CBDC
bob,439.44227869115895,USD-Token
eve,58.95720289490814,USD-Token
john,202.14361812491984,INR-CBDC
charlie,141.41694690315992,INR-CBDC
charlie,361.36559977619396,INR-CBDC
eve,294.9139466118524,USD-Token
bob,17526.86277503236,INR-CBDC
eve,7.659015140540455,USD-Token
alice,0.002326964610086465,INR-CBDC
eve,256.8401925318324,USD-Token
eve,72.46460494479172,INR-CBDC
john,681.3153637805498,USD-Token
john,270.87878825612484,INR-CBDC
bob,72.17414841186984,USD-Token
charlie,63.33666868541427,INR-CBDC
charlie,1538.5679033467836,USD-Token
eve,156.3830031731039,USD-Token
charlie,107.04747463636559,USD-Token
charlie,62.67373923972337,USD-Token
charlie,198.00578001606434,USD-Token
john,596.0057518208944,INR-CBDC
eve,164.23779541385116,INR-CBDC
alice,37.769979050654605,INR-CBDC
bob,238.94274834967595,USD-Token
alice,26.028683504806992,USD-Token
alice,64.0607753857549,INR-CBDC
alice,84.72844883320289,USD-Token
eve,388.33593527448846,INR-CBDC
eve,587.8351061018403,INR-CBDC
bob,35.594685588030345,USD-Token
john,97.01696856981685,INR-CBDC
charlie,2.296733820852711,USD-Token
bob,115.13019832739178,USD-Token
eve,339.7939202018651,INR-CBDC
charlie,112.28205967293484,INR-CBDC
eve,651.48871296302,USD-Token
john,51.42472354113278,INR-CBDC
john,226.1149864633862,USD-Token
charlie,139.2365412137481,USD-Token
charlie,380.33307404296875,INR-CBDC
bob,56.87353373636166,USD-Token
alice,3.9988434325091173,INR-CBDC
charlie,106.08851021637464,USD-Token
alice,420.7214336854575,INR-CBDC
charlie,87.96620984100892,USD-Token
charlie,226.35582272168492,INR-CBDC
john,804.0278742795788,USD-Token
charlie,307.67366384705343,INR-CBDC
eve,78.68376315992637,INR-CBDC
alice,2.3094142623707437,USD-Token
alice,21.76694483815065,USD-Token
alice,267.7943764735416,USD-Token
alice,85.08994578636408,USD-Token
charlie,45.9664085742675,INR-CBDC
bob,67.78431292674276,USD-Token
bob,185.08506538853345,INR-CBDC
john,70.56242294367189,USD-Token
charlie,195.44649426011676,INR-CBDC
eve,3.045202776978223,INR-CBDC
charlie,225.41858048923217,INR-CBDC
alice,149.20675695376895,INR-CBDC
eve,38.251878174494315,INR-CBDC
bob,189.48309956176473,INR-CBDC
eve,45.28795410999841,USD-Token
alice,901.461030632331,INR-CBDC
alice,156.1728849112785,INR-CBDC
john,258.7254690899078,USD-Token
alice,137.8471253569082,INR-CBDC
charlie,441.5586921865687,INR-CBDC
john,395.1166919959063,USD-Token
alice,115.38773633374102,INR-CBDC
alice,158.31787699279639,INR-CBDC
john,45.63741614532632,INR-CBDC
john,2.7681797717852965,INR-CBDC
eve,16.05666717467868,USD-Token
eve,110.59759574231374,USD-Token
charlie,180.67648803945937,USD-Token
bob,432.5025670249316,INR-CBDC
charlie,66.62091618787274,USD-Token
bob,144.14933188222204,INR-CBDC
charlie,294.5819175623276,INR-CBDC
charlie,154.58182760697724,INR-CBDC
alice,35210.70477692049,INR-CBDC
eve,105.98112105641688,USD-Token
john,358.724000762675,USD-Token
john,31.187569336323897,INR-CBDC
bob,138.66148598847138,USD-Token
alice,44.90358092170486,USD-Token
eve,126.79669384019863,USD-Token
alice,5783.170846955205,USD-Token
eve,34.98085402564379,INR-CBDC
john,218.25945275726642,INR-CBDC
john,118.19077459484409,USD-Token
john,516.886326074619,INR-CBDC
alice,88.28664758345155,INR-CBDC
alice,352.18805427291477,USD-Token
eve,79.12549395755805,USD-Token
bob,566.4535208962706,INR-CBDC
eve,99.75660004680952,INR-CBDC
alice,391.5393473911706,USD-Token
john,391.4650013610856,INR-CBDC
alice,34.95769781466068,INR-CBDC
john,52.168606222012926,INR-CBDC
eve,253.6948823692528,USD-Token
alice,84.6942358586396,USD-Token
bob,426.84288364627525,USD-Token
john,174.5235885838478,USD-Token
john,74.5035257554364,INR-CBDC
charlie,81.79640696196492,USD-Token
charlie,162.78223038618904,INR-CBDC
alice,155.69962540396327,USD-Token
bob,37.67450324524554,USD-Token
eve,39250.22694271908,USD-Token
alice,136.91827728738127,INR-CBDC
bob,143.6047124767985,INR-CBDC
alice,227.19911862678822,USD-Token
eve,299.6592006429849,USD-Token
alice,223.70980587639164,INR-CBDC
eve,50.18016411022844,USD-Token
alice,262.8442490704514,INR-CBDC
alice,125.11836105405878,USD-Token
charlie,27.252490228791686,USD-Token
eve,40.5315149430858,USD-Token
charlie,2.691567010483672,USD-Token
bob,464.0969246999534,USD-Token
john,40.11094544867214,USD-Token
john,157.74896070884563,INR-CBDC
bob,144.04950407232585,USD-Token
eve,163.76896911154145,INR-CBDC
charlie,86.31681178007634,USD-Token
john,6115.8489213715175,USD-Token
charlie,356.00694219220384,USD-Token
john,199.92831629866285,USD-Token
alice,173.98407641675672,INR-CBDC
eve,147.24149836044876,USD-Token
